API,API,
About,Acerca de,
Action,Acción,
Add Weekly Holidays,Añadir Vacaciones Semanales,
Add to Holidays,Agregar a Vacaciones,
Additional Information,Información Adicional,
Administrator,Administrador,
Agent,Agente,
All,Todos,
Apply SLA for Resolution Time,Aplicar SLA para el tiempo de resolución,
Apply To,Aplicar a,
Apps,Apps,
Archived,Archivado,
Assignment,Asignación,
Assignment Conditions,Condiciones de asignación,
Assignment Rule,Regla de asignación,
Assignment Rules,Reglas de asignación,
Attachment,Adjunto,
Author,Autor,
Average Response Time,Tiempo promedio de respuesta,
Base URL,URL Base,
Black,Negro,
Blue,Azul,
Button,Botón,
Category,Categoría,
Clear Table,Borrar tabla,
Color,Color,
Columns,Columnas,
Comment,Comentario,
Condition,Condición,
Contact,Contacto,
Contact HTML,HTML de Contacto,
Contacts,Contactos,
Content,Contenido,
Content Type,Tipo de contenido,
Customer,Cliente,
Customer Name,Nombre del cliente,
Cyan,Cian,
Date,Fecha,
Default Priority,Prioridad predeterminada,
Default Ticket Status,Estado predeterminado del ticket,
Description,Descripción,
Details,Detalles,
Disabled,Deshabilitado,
DocType,DocType,
Domain,Dominio,
Draft,Borrador,
Email,Correo electrónico,
Email Account,Cuentas de correo electrónico,
Enabled,Habilitado,
End Date,Fecha Final,
End Time,Hora de finalización,
Failed,Falló,
Feedback,Retroalimentación,
Feedback ,Retroalimentación ,
Fields,Campos,
Filters,Filtros,
First Responded On,Primera respuesta el,
First Response Time,Tiempo de primera respuesta,
Form,Formulario,
Frappe Support,Soporte de Frappe,
Friday,Viernes,
From,Desde,
From Date,Desde la fecha,
Fulfilled,Cumplido,
Gray,Gris,
Green,Verde,
Group By,Agrupar por,
Guest,Invitado,
Holiday List,Lista de festividades,
Holiday List Name,Nombre de festividad,
Holidays,Vacaciones,
IP Address,Dirección IP,
Icon,Icono,
Image,Imagen,
Images,Imágenes,
Is Active,Está activo,
Is Default,Es por defecto,
Is Standard,Es estándar,
Key,Clave,
Keyboard Shortcuts,Atajos de teclado,
Knowledge Base,Base de conocimiento,
Label,Etiqueta,
Link,Enlace,
Link Options,Opciones de Enlace,
List,Lista,
Log out,Cerrar sesión,
Logo,Logo,
Mention,Mencionar,
Message,Mensaje,
Meta,Meta,
Monday,Lunes,
Name,Nombre,
On Hold Since,En espera desde,
Open,Abrir/Abierto,
Opening Date,Fecha de apertura,
Opening Time,Hora de Apertura,
Orange,Naranja,
Order,Orden,
Order By,Ordenar por,
Pink,Rosa,
Placeholder,Marcador de posición,
Post Description Key,Clave de Descripción de Publicación,
Post Route Key List,Publicar lista de claves de ruta,
Post Route String,Publicar cadena de ruta,
Post Title Key,Clave de título de publicación,
Priorities,Prioridades,
Priority,Prioridad,
Public,Público,
Published,Publicado,
Published On,Publicado el,
Query Options,Opciones de Consulta,
Query Route String,Cadena de Ruta de Consulta,
Raised By (Email),Propuesto por (Email),
Rating,Clasificación,
Read,Leer,
Red,Rojo,
Reference,Referencia,
References,Referencias,
Reload,Recargar,
Resolution,Resolución,
Resolution By,Resolución por,
Resolution Date,Fecha de resolución,
Resolution Details,Detalles de la resolución,
Resolution Time,Tiempo de resolucion,
Resolved,Resuelto,
Response,Respuesta,
Response By,Respuesta por,
Response Options,Opciones de Respuesta,
Response Result Key Path,Ruta clave del resultado de la respuesta,
Result Preview Field,Campo de Vista Previa del Resultado,
Result Route Field,Campo de ruta de resultado,
Result Title Field,Campo de título del resultado,
Saturday,Sábado,
Script,Script,
Search,Buscar,
Search Term Param Name,Nombre del Parámetro de Búsqueda,
Session Defaults,Valores predeterminados de sesión,
Settings,Configuración,
Setup,Configuración,
"Simple Python Expression, Example: doc.status == 'Open' and doc.ticket_type == 'Bug'","Expresión Python simple, Ejemplo: doc.status == 'Abierto' y doc.ticket_type == 'Bug'",
Source DocType,DocType Fuente,
Source Name,Nombre de la Fuente,
Source Type,Tipo de Fuente,
Start Date,Fecha de inicio,
Start Time,Hora de inicio,
Status,Estado,
Status ,Estado ,
Subject,Asunto,
Summary,Resumen,
Sunday,Domingo,
Support Team,Equipo de soporte,
System,Sistema,
System Health,Salud del sistema,
System Manager,Administrador del sistema,
Team,Equipo,
Template,Plantilla,
Template Name,Nombre de Plantilla,
Thursday,Jueves,
Title,Nombre,
To,A,
To Date,Hasta la fecha,
Toggle Full Width,Cambiar a ancho completo,
Toggle Theme,Cambiar tema,
Total Hold Time,Tiempo total de espera,
Total Holidays,Vacaciones Totales,
Tuesday,Martes,
Type,Tipo,
User,Usuario,
User Resolution Time,Tiempo de resolución de usuario,
User Settings,Configuración del Usuario,
Users,Usuarios,
Valid From,Válida desde,
Via Customer Portal,A Través del Portal del Cliente,
View Website,Ver Sitio Web,
Views,Vistas,
Wednesday,Miércoles,
Weekly Off,Semanal Desactivado,
Workday,Jornada laboral,
Workflow,Flujos de Trabajo,
Working Hours,Horas de Trabajo,
Workspace Settings,Ajustes del espacio de trabajo,
Yellow,Amarillo,
kanban,kanban,
list,lista,
purple,púrpura,
