API,واجهة برمجة التطبيقات,
Action,حدث,
Add Weekly Holidays,أضف عطلات أسبوعية,
Add to Holidays,أضف إلى الإجازات,
Additional Information,معلومة اضافية,
Administrator,مدير,
All,الكل,
Apply To,تطبيق على,
Archived,أرشفة,
Assignment,مهمة,
Assignment Rule,قاعدة الاحالة,
Assignment Rules,قواعد الاحالة,
Attachment,مرفق,
Author,مؤلف,
Average Response Time,متوسط وقت الاستجابة,
Base URL,الرابط الأساسي,
Black,أسود,
Button,زر,
Category,فئة,
Clear Table,مسح الجدول,
Color,اللون,
Columns,الأعمدة,
Comment,تعليق,
Condition,الحالة,
Contact,اتصال,
Contact HTML,الاتصال HTML,
Content,محتوى,
Content Type,نوع المحتوى,
Customer,العميل,
Customer Name,اسم العميل,
Cyan,أزرق سماوي,
Date,تاريخ,
Default Priority,الأولوية الافتراضية,
Description,وصف,
Details,تفاصيل,
Disabled,معطل,
DocType,نوع المستند,
Domain,شبكة النطاق,
Draft,مشروع,
Email,البريد الإلكتروني,
Email Account,حساب البريد الإلكتروني,
Enabled,تمكين,
End Date,نهاية التاريخ,
End Time,وقت الانتهاء,
Failed,باءت بالفشل,
Feedback,التغذية الراجعة,
Feedback ,التغذية الراجعة ,
Fields,الحقول,
Filters,فلاتر,
First Responded On,أجاب أولا على,
First Response Time,وقت الاستجابة الأول,
Form,نموذج,
Friday,الجمعة,
From,من,
From Date,من تاريخ,
Fulfilled,استيفاء,
Green,أخضر,
Group By,مجموعة من,
Guest,ضيف,
Holiday List,قائمة العطلات,
Holiday List Name,اسم قائمة العطلات,
Holidays,العطلات,
IP Address,عنوان IP,
Icon,أيقونة,
Image,صورة,
Images,صور,
Is Active,نشط,
Is Default,افتراضي,
Is Standard,هو معيار,
Key,مفتاح,
Keyboard Shortcuts,اختصارات لوحة المفاتيح,
Knowledge Base,قاعدة المعرفة,
Label,ملصق,
Link,حلقة الوصل,
Link Options,خيارات الارتباط,
List,قائمة,
Logo,شعار,
Mention,أشير,
Message,رسالة,
Monday,يوم الاثنين,
Name,اسم,
On Hold Since,معلق منذ,
Open,فتح,
Opening Date,تاريخ الفتح,
Opening Time,يفتح من الساعة,
Order,طلب,
Order By,ترتيب حسب,
Pink,وردي,
Post Description Key,وظيفة الوصف,
Post Route String,Post Post String,
Post Title Key,عنوان العنوان الرئيسي,
Priorities,أولويات,
Priority,أفضلية,
Public,جمهور,
Published,نشرت,
Published On,نشرت في,
Query Options,خيارات الاستعلام,
Query Route String,سلسلة مسار الاستعلام,
Raised By (Email),التي أثارها (بريد إلكتروني),
Rating,تقييم,
Read,قرأ,
Red,أحمر,
Reference,مرجع,
References,المراجع,
Reload,تحديث,
Resolution,قرار,
Resolution By,القرار بواسطة,
Resolution Date,تاريخ القرار,
Resolution Details,قرار تفاصيل,
Resolution Time,وفر الوقت,
Resolved,تم الحل,
Response,الإستجابة,
Response By,الرد بواسطة,
Response Options,خيارات الاستجابة,
Response Result Key Path,الاستجابة نتيجة المسار الرئيسي,
Result Preview Field,حقل معاينة النتيجة,
Result Route Field,النتيجة مجال التوجيه,
Result Title Field,النتيجة عنوان الحقل,
Saturday,السبت,
Script,سيناريو,
Search,البحث,
Search Term Param Name,Search Param Name,
Session Defaults,الجلسة الافتراضية,
Settings,إعدادات,
Setup,الإعدادات,
Source DocType,المصدر DocType,
Source Name,اسم المصدر,
Source Type,نوع المصدر,
Start Date,تاريخ البدء,
Start Time,بداية الوقت,
Status,الحالة,
Status ,الحالة ,
Subject,موضوع,
Summary,ملخص,
Sunday,الأحد,
Support Team,فريق الدعم,
System,نظام,
System Manager,مدير النظام,
Template,قالب,
Template Name,اسم القالب,
Thursday,الخميس,
Title,اللقب,
To,إلى,
To Date,إلى تاريخ,
Total Hold Time,إجمالي وقت الانتظار,
Total Holidays,مجموع العطلات,
Tuesday,الثلاثاء,
Type,النوع,
User,المستعمل,
User Resolution Time,وقت قرار المستخدم,
Users,المستخدمين,
Valid From,صالح من تاريخ,
Via Customer Portal,عبر بوابة العملاء,
View Website,مشاهدة الموقع,
Views,مشاهدات,
Wednesday,الأربعاء,
Weekly Off,العطلة الأسبوعية,
Workday,يوم عمل,
Workflow,سير العمل,
Working Hours,ساعات العمل,
kanban,لوحة المهام,
list,قائمة,
purple,أرجواني,
