API,API,
About,درباره,
Action,اقدام,
Add Weekly Holidays,افزودن تعطیلات هفتگی,
Add to Holidays,افزودن به تعطیلات,
Additional Information,اطلاعات تکمیلی,
Administrator,مدیر,
Agent,عامل,
All,همه,
Amber,کهربایی,
Apply SLA for Resolution Time,اعمال SLA برای زمان حل و فصل,
Apply To,درخواست به,
Apps,برنامه ها,
Archived,بایگانی شد,
Assignment,تخصیص,
Assignment Conditions,شرایط تخصیص,
Assignment Rule,قانون تخصیص,
Assignment Rules,قوانین تخصیص,
Attachment,پیوست,
Author,نویسنده,
Average Response Time,میانگین زمان پاسخگویی,
Base URL,URL پایه,
Black,مشکی,
Blue,آبی,
Button,دکمه,
Category,دسته بندی,
Clear Table,پاک کردن جدول,
Color,رنگ,
Columns,ستون ها,
Comment,دیدگاه,
Condition,شرط,
Contact,مخاطب,
Contact HTML,با HTML تماس بگیرید,
Contacts,مخاطب,
Content,محتوا,
Content Type,نوع محتوا,
Customer,مشتری,
Customer Name,نام مشتری,
Cyan,فیروزه ای,
Date,تاریخ,
Default Priority,اولویت پیش‌فرض,
Default Ticket Status,وضعیت پیش‌فرض تیکت,
Default ticket status,وضعیت پیش‌فرض تیکت,
Description,شرح,
Details,جزئیات,
Disabled,غیرفعال,
DocType,DocType,
Domain,دامنه,
Draft,پیش‌نویس,
Email,ایمیل,
Email Account,حساب کاربری ایمیل,
Enabled,فعال,
End Date,تاریخ پایان,
End Time,زمان پایان,
Failed,ناموفق,
Feedback,بازخورد,
Feedback ,بازخورد ,
Fields,فیلدها,
Filters,فیلترها,
First Responded On,اولین پاسخ در,
First Response Due,اولین پاسخ به علت,
First Response Time,اولین زمان پاسخگویی,
Form,فرم,
Frappe Support,پشتیبانی Frappe,
Friday,جمعه,
From,از,
From Date,از تاریخ,
Fulfilled,برآورده شد,
Gray,خاکستری,
Green,سبز,
Group By,دسته‌بندی بر اساس,
Guest,مهمان,
Holiday List,لیست تعطیلات,
Holiday List Name,نام لیست تعطیلات,
Holidays,تعطیلات,
IP Address,آدرس IP,
Icon,آیکون,
Image,تصویر,
Images,تصاویر,
Is Active,فعال است,
Is Default,پیش‌فرض است,
Is Standard,استاندارد است,
Key,کلید,
Keyboard Shortcuts,میانبرهای صفحه کلید,
Knowledge Base,دانش محور,
Label,برچسب,
Link Options,گزینه‌های پیوند,
List,لیست,
Log out,خروج,
Logo,لوگو,
Mention,اشاره,
Message,پیام,
Meta,متا,
Monday,دوشنبه,
Name,نام,
On Hold Since,در انتظار از آنجایی که,
Open,باز,
Opening Date,تاریخ افتتاحیه,
Opening Time,زمان بازگشایی,
Orange,نارنجی,
Order,سفارش,
Order By,سفارش توسط,
Paused,مکث کرد,
Pink,صورتی,
Placeholder,جای‌نگهدار,
Post Description Key,کلید توضیحات پست,
Post Route Key List,فهرست کلید مسیر ارسال,
Post Route String,رشته مسیر ارسال,
Post Title Key,کلید عنوان پست,
Priorities,اولویت های,
Priority,اولویت,
Public,عمومی,
Published,منتشر شده,
Published On,منتشر شده در,
Query Options,گزینه‌های پرسمان,
Query Route String,رشته مسیر پرسمان,
Raised By (Email),مطرح شده توسط (ایمیل),
Rating,رتبه بندی,
Read,خواندن,
Red,قرمز,
Reference,ارجاع,
References,منابع,
Reload,بارگذاری مجدد,
Resolution,حل و فصل,
Resolution By,حل و فصل توسط,
Resolution Date,تاریخ حل و فصل,
Resolution Details,جزئیات حل و فصل,
Resolution Due,سررسید حل و فصل,
Resolution Time,مدت زمان حل و فصل,
Resolved,حل شد,
Response,واکنش,
Response By,پاسخ توسط,
Response Options,گزینه‌های پاسخ,
Response Result Key Path,مسیر کلیدی نتیجه پاسخ,
Response and Resolution,پاسخ و حل و فصل,
Result Preview Field,فیلد پیش نمایش نتایج,
Result Route Field,فیلد مسیر نتیجه,
Result Title Field,فیلد عنوان نتیجه,
SLA Status,وضعیت SLA,
Saturday,شنبه,
Script,اسکریپت,
Search,جستجو کردن,
Search Term Param Name,عبارت جستجو نام Param,
Service Level Name,نام سطح خدمات,
Session Defaults,پیش‌فرض‌های نشست,
Settings,تنظیمات,
Setup,تنظیمات,
Share Feedback,اشتراک گذاری بازخورد,
"Simple Python Expression, Example: doc.status == 'Open' and doc.ticket_type == 'Bug'",عبارت ساده پایتون، مثال: doc.status == 'Open' و doc.ticket_type == 'Bug',
Source DocType,منبع DocType,
Source Name,نام منبع,
Source Type,نوع منبع,
Start Date,تاریخ شروع,
Start Time,زمان شروع,
Status,وضعیت,
Status ,وضعیت ,
Status Details,جزئیات وضعیت,
Subject,موضوع,
Summary,خلاصه,
Sunday,یک‌شنبه,
Support Team,تیم پشتیبانی,
System,سیستم,
System Health,سلامت سیستم,
System Manager,مدیر سیستم,
Teal,فیروزه‌ای,
Team,تیم,
Template,الگو,
Template Name,نام الگو,
Thursday,پنج‌شنبه,
Title,عنوان,
To,به,
To Date,تا تاریخ,
Toggle Full Width,تغییر وضعیت عرض کامل,
Toggle Theme,تغییر تم,
Total Hold Time,کل زمان نگهداری,
Total Holidays,کل تعطیلات,
Tuesday,سه‌شنبه,
Type,نوع,
Update status to,به‌روزرسانی وضعیت به,
User,کاربر,
User Resolution Time,زمان حل و فصل کاربر,
User Settings,تنظیمات کاربر,
Users,کاربران,
Valid From,معتبر از,
Via Customer Portal,از طریق پورتال مشتری,
View Website,مشاهده وب سایت,
Views,بازدیدها,
Violet,بنفش,
Wednesday,چهارشنبه,
Weekly Off,تعطیلات هفتگی,
"When enabled, the ticket status will automatically change to the status selected below whenever the agent responds to a ticket.
","وقتی فعال باشد، هر زمان که اپراتور به یک تیکت پاسخ دهد، وضعیت تیکت به طور خودکار به وضعیت انتخاب شده در زیر تغییر می‌کند.
",
Word,واژه,
Workday,روز کاری,
Workflow,گردش کار,
Working Hours,ساعات کاری,
Yellow,زرد,
group_by,group_by,
kanban,کانبان,
list,فهرست,
purple,بنفش,
